,external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,chargeback,amount_USD,local_time,Year,Month,Day
112,pXlmlgEitWEM_5HxKo4vA,True,GLOBALPAY,evt_1EM9oipaP1S9jFtc1-LXxnM,2019-01-04T09:36:00.000Z,ACCEPTED,False,4191.68,CA,CAD,True,5899.46,2019-01-04 09:36:00,2019,1,4
113,EcNnKUEQym8ixnNDcyaA2,True,GLOBALPAY,evt_1E-VcAZCM85gSUWLgDmMsvf,2019-01-04T14:24:00.000Z,DECLINED,False,4590.76,CA,CAD,False,6461.13,2019-01-04 14:24:00,2019,1,4
114,t5W8W-cu2MK_GNzZkFXuv,True,GLOBALPAY,evt_1ERBTMUpQqTL7I5Ct8BCBLR,2019-01-04T19:12:00.000Z,ACCEPTED,False,4964.79,CA,CAD,True,6987.55,2019-01-04 19:12:00,2019,1,4
115,2PTrNJKhyOV_xh-fUlJ02,True,GLOBALPAY,evt_1EHDorKhzf2Lu4Daji3bulp,2019-01-04T00:00:00.000Z,DECLINED,False,3760.13,AE,USD,False,3760.13,2019-01-04 00:00:00,2019,1,4
116,MfPsikmH0XJj8acNt8pwR,True,GLOBALPAY,evt_1E354iIWRoKUdnl-lTrVzQk,2019-01-04T04:48:00.000Z,ACCEPTED,False,3880.38,AE,USD,True,3880.38,2019-01-04 04:48:00,2019,1,4
117,caekBM7x1LzW0lRyCpse3,True,GLOBALPAY,evt_1EdmTwgM2Q6GoAms5bn_GO-,2019-01-04T09:36:00.000Z,ACCEPTED,False,4360.64,AE,USD,True,4360.64,2019-01-04 09:36:00,2019,1,4
118,q_9k79sRd56yw_mngoVmK,True,GLOBALPAY,evt_1EPj0v66Z9BYWnjJrdrpW6D,2019-01-04T14:24:00.000Z,ACCEPTED,False,4663.08,AE,USD,True,4663.08,2019-01-04 14:24:00,2019,1,4
119,eASmK2N3aNN4XIv6ch5YS,True,GLOBALPAY,evt_1EkWBTu6SdjdlqJDSyoOHgq,2019-01-04T19:12:00.000Z,ACCEPTED,False,4462.22,AE,USD,True,4462.22,2019-01-04 19:12:00,2019,1,4
120,YtsXuKZlhJPnkyMB6Bvnm,True,GLOBALPAY,evt_1EqZTAa4i1KjPi9C110QKv8,2019-01-05T00:00:00.000Z,DECLINED,False,5994.52,US,USD,False,5994.52,2019-01-05 00:00:00,2019,1,5
121,28ayjtJXzK8a3meqo4Vw_,True,GLOBALPAY,evt_1E-piUTObulWolJlCmbNDmS,2019-01-05T04:48:00.000Z,ACCEPTED,False,5832.72,US,USD,True,5832.72,2019-01-05 04:48:00,2019,1,5
122,ERxUyyreH8ij-5I7FDZDV,True,GLOBALPAY,evt_1Ev-xHmZgHPcbUU78QrM4JT,2019-01-05T09:36:00.000Z,DECLINED,False,6419.77,US,USD,False,6419.77,2019-01-05 09:36:00,2019,1,5
123,y0ajfGMv4UfBC6OJhdORr,True,GLOBALPAY,evt_1ErzaTg04v3KF3To5pzti-D,2019-01-05T14:24:00.000Z,ACCEPTED,False,6324.78,US,USD,False,6324.78,2019-01-05 14:24:00,2019,1,5
124,YDfkNhgnV8wOVKGWK-qYX,True,GLOBALPAY,evt_1ElJqm5p_9ahFVida9qmvc2,2019-01-05T19:12:00.000Z,ACCEPTED,False,6546.11,US,USD,True,6546.11,2019-01-05 19:12:00,2019,1,5
125,eCeFKa-oEAHxZz09ARpWN,True,GLOBALPAY,evt_1EzG3tnd1WLidmSMC3vR6uE,2019-01-05T00:00:00.000Z,DECLINED,False,3335.44,MX,MXN,False,83666.98,2019-01-05 00:00:00,2019,1,5
126,ZOmg6s-K6VHO_l9IeVIcM,True,GLOBALPAY,evt_1EgVOn6s8iMBUm-a1Lbjbwq,2019-01-05T04:48:00.000Z,ACCEPTED,False,3447.79,MX,MXN,True,86485.19,2019-01-05 04:48:00,2019,1,5
127,qQfKQOxjqmbypbg0oj--r,True,GLOBALPAY,evt_1EI0QaLe3JwlPz05NVMsZ-6,2019-01-05T09:36:00.000Z,ACCEPTED,False,3343.62,MX,MXN,True,83872.17,2019-01-05 09:36:00,2019,1,5
128,EkmNLvWBkK4kx1jzmWRsk,True,GLOBALPAY,evt_1Eq9mJ-6ES9ei-WlLOi6qvG,2019-01-05T14:24:00.000Z,ACCEPTED,False,4016.67,MX,MXN,True,100755.11,2019-01-05 14:24:00,2019,1,5
129,2AGxVTV01FIs0iOlm0p8Y,True,GLOBALPAY,evt_1Exya_XPcJljArAs-pWrqP4,2019-01-05T19:12:00.000Z,ACCEPTED,False,4051.93,MX,MXN,True,101639.58,2019-01-05 19:12:00,2019,1,5
130,91b3YM_THORfgbdzOsObV,True,GLOBALPAY,evt_1E3f-OovkGrbR-IJuhUU1pj,2019-01-05T00:00:00.000Z,DECLINED,False,733.09,UK,GBP,False,604.82,2019-01-05 00:00:00,2019,1,5
131,t4fLpd5dGuk0lTawLr73u,True,GLOBALPAY,evt_1EydLnNN0luct1uzJ2KBK0p,2019-01-05T04:48:00.000Z,ACCEPTED,False,608.89,UK,GBP,False,502.35,2019-01-05 04:48:00,2019,1,5
132,o-EnOzjks8GFhQy3niA_q,True,GLOBALPAY,evt_1EmCkySFWU6CiPs4V1Xf_WT,2019-01-05T09:36:00.000Z,DECLINED,False,1236.97,UK,GBP,False,1020.53,2019-01-05 09:36:00,2019,1,5
133,NU0jyjo-7tu4f7A2xFkDo,True,GLOBALPAY,evt_1ETUD9rbCCu4e72xqbR0Y05,2019-01-05T14:24:00.000Z,ACCEPTED,False,1915.78,UK,GBP,True,1580.57,2019-01-05 14:24:00,2019,1,5
134,qu--TDSjY1zvf82w-ROkY,True,GLOBALPAY,evt_1EBs6vwPz0FWicZCh1VV1gr,2019-01-05T19:12:00.000Z,ACCEPTED,False,2276.05,UK,GBP,True,1877.8,2019-01-05 19:12:00,2019,1,5
135,HMf0w0VWrvYgiROzEI1lE,True,GLOBALPAY,evt_1EoJxSom_S4srUvF2ocAkIt,2019-01-05T00:00:00.000Z,ACCEPTED,False,6188.78,FR,EUR,True,5632.96,2019-01-05 00:00:00,2019,1,5
136,E-xJ2PPooahGWowCvsX1r,True,GLOBALPAY,evt_1EGV-UDxTPe4jDxug0u7lro,2019-01-05T04:48:00.000Z,DECLINED,False,6626.76,FR,EUR,False,6031.6,2019-01-05 04:48:00,2019,1,5
137,1rMs_1ro5_s4uwpVpyGjr,True,GLOBALPAY,evt_1Ez_FJ6NXKv9rMru3GedqaS,2019-01-05T09:36:00.000Z,ACCEPTED,False,6802.62,FR,EUR,True,6191.67,2019-01-05 09:36:00,2019,1,5
138,MkDlyu1L5uy-PR4ao-Mty,True,GLOBALPAY,evt_1EJfhz30wMli7A28YctdNGR,2019-01-05T14:24:00.000Z,DECLINED,False,7411.3,FR,EUR,False,6745.68,2019-01-05 14:24:00,2019,1,5
139,GZzUC_btkjW83iPcoeGVx,True,GLOBALPAY,evt_1EafkUREzyciS8FwAZ8Du-R,2019-01-05T19:12:00.000Z,ACCEPTED,False,7230.59,FR,EUR,True,6581.2,2019-01-05 19:12:00,2019,1,5
140,xT4hLLbnWgZNsBFYaBWTv,True,GLOBALPAY,evt_1EMBJUPxwBJ5nMkb0ZK-KYT,2019-01-05T00:00:00.000Z,ACCEPTED,False,5626.78,CA,CAD,False,7944.65,2019-01-05 00:00:00,2019,1,5
141,30togFOPmiaQAHVac86z9,True,GLOBALPAY,evt_1EbEr9R4C9etFhL02Yd6aZm,2019-01-05T04:48:00.000Z,ACCEPTED,False,6209.05,CA,CAD,False,8766.78,2019-01-05 04:48:00,2019,1,5
142,PmXHoE-rHzeTrkheORwCA,True,GLOBALPAY,evt_1EIPZ_r49iMWBid6aVUllvX,2019-01-05T09:36:00.000Z,ACCEPTED,False,6246.88,CA,CAD,False,8820.19,2019-01-05 09:36:00,2019,1,5
143,U--nB1N6Z0tvn_8gAa_IC,True,GLOBALPAY,evt_1ES-DEmc06C2RWjYBQRtEIG,2019-01-05T14:24:00.000Z,ACCEPTED,False,6272.66,CA,CAD,True,8856.59,2019-01-05 14:24:00,2019,1,5
144,1n62uA1gKi2jMJiHqKwfm,True,GLOBALPAY,evt_1EruZODJpNryeXqKCF4KTHC,2019-01-05T19:12:00.000Z,ACCEPTED,False,6679.81,CA,CAD,True,9431.46,2019-01-05 19:12:00,2019,1,5
145,BJ3zwi-P6UKt645Q-nwV_,True,GLOBALPAY,evt_1EiX_KNn7e5OsmcTTgB6riq,2019-01-05T00:00:00.000Z,ACCEPTED,False,4807.43,AE,USD,False,4807.43,2019-01-05 00:00:00,2019,1,5
146,f2zBJJSvp-zHwzRU97ODd,True,GLOBALPAY,evt_1Ek9dweHXJFbo2WfIUenaNb,2019-01-05T04:48:00.000Z,ACCEPTED,False,5259.36,AE,USD,True,5259.36,2019-01-05 04:48:00,2019,1,5
147,N55mI3-_0tOFcqbwDR1Uq,True,GLOBALPAY,evt_1EmkGQ9tAWdGdl4g6zkCGE5,2019-01-05T09:36:00.000Z,DECLINED,False,5770.6,AE,USD,False,5770.6,2019-01-05 09:36:00,2019,1,5
148,40WEzA9pFf4FSulJRrl3e,True,GLOBALPAY,evt_1Ex6Y11y9YSk8wC9LE_wi-8,2019-01-05T14:24:00.000Z,ACCEPTED,False,6460.76,AE,USD,False,6460.76,2019-01-05 14:24:00,2019,1,5
149,sJ8P3GLM6tek6qCbKjAUW,True,GLOBALPAY,evt_1EM4YyyRK6ymrvNKw-actk4,2019-01-05T19:12:00.000Z,DECLINED,False,6220.22,AE,USD,False,6220.22,2019-01-05 19:12:00,2019,1,5
150,11ubQ6-uZvMfvLiWN0H_C,True,GLOBALPAY,evt_1Eo5-lRMQqWVBIpe-no2dcx,2019-01-06T00:00:00.000Z,DECLINED,False,6343.93,US,USD,False,6343.93,2019-01-06 00:00:00,2019,1,6
151,m6Zm7_akOkiGSFiijgBCh,True,GLOBALPAY,evt_1E6vZtlN0eieqhueO7tG3EE,2019-01-06T04:48:00.000Z,DECLINED,False,6489.8,US,USD,False,6489.8,2019-01-06 04:48:00,2019,1,6
152,pi833Lo776A2bDhFIQx8E,True,GLOBALPAY,evt_1EZhtYD1WRjCsrRFT-QDCs9,2019-01-06T09:36:00.000Z,DECLINED,False,6547.35,US,USD,False,6547.35,2019-01-06 09:36:00,2019,1,6
153,HzS_B3fSUxNwr-reOCZgL,True,GLOBALPAY,evt_1Elrtz9F4S2qjX9qasFecAh,2019-01-06T14:24:00.000Z,ACCEPTED,False,6756.78,US,USD,False,6756.78,2019-01-06 14:24:00,2019,1,6
154,44vW_5fi69sghZoR1rzU2,True,GLOBALPAY,evt_1EjHhmOfBDVN_m4NMCkEkNY,2019-01-06T19:12:00.000Z,ACCEPTED,False,6751.12,US,USD,True,6751.12,2019-01-06 19:12:00,2019,1,6
155,MLvvb-yyquoRFBBMhIJIz,True,GLOBALPAY,evt_1EbOuiB88q6xgCwJXkpywfx,2019-01-06T00:00:00.000Z,ACCEPTED,False,4661.91,MX,MXN,True,116959.25,2019-01-06 00:00:00,2019,1,6
156,4azlXnDpfH9LLdrEifKL6,True,GLOBALPAY,evt_1E_Twmeyk-PeWqjc14dpErj,2019-01-06T04:48:00.000Z,ACCEPTED,False,4452.39,MX,MXN,True,111702.75,2019-01-06 04:48:00,2019,1,6
157,tPekAhQyWUoUXXYmOjLo-,True,GLOBALPAY,evt_1E64U2lsAXN1zfykJhCK5Cr,2019-01-06T09:36:00.000Z,ACCEPTED,False,4246.13,MX,MXN,True,106528.05,2019-01-06 09:36:00,2019,1,6
158,1NAJ1qBYhNkzrdKD0O_43,True,GLOBALPAY,evt_1Eqns-Tp8N5lADMW5xj-Sja,2019-01-06T14:24:00.000Z,ACCEPTED,False,4918.25,MX,MXN,True,123390.37,2019-01-06 14:24:00,2019,1,6
159,gKRUx_qhabDQh6DJOQ7no,True,GLOBALPAY,evt_1EnzjTdBYvKSp4TxJGplUoz,2019-01-06T19:12:00.000Z,ACCEPTED,False,5243.84,MX,MXN,False,131558.86,2019-01-06 19:12:00,2019,1,6
160,QY6VbLM1sBy-_x_hzSMPq,True,GLOBALPAY,evt_1Eu-nlq0_8HkRzWt-APNoz2,2019-01-06T00:00:00.000Z,ACCEPTED,False,2960.84,UK,GBP,False,2456.95,2019-01-06 00:00:00,2019,1,6
161,_QhAAhQhIwDJ1rU91aBSy,True,GLOBALPAY,evt_1E66JXSeQFbah4DbKZJn23H,2019-01-06T04:48:00.000Z,DECLINED,False,3342.17,UK,GBP,False,2773.38,2019-01-06 04:48:00,2019,1,6
162,jcpTh56cMQl_I9QqRMQU3,True,GLOBALPAY,evt_1EQcTdjNc0pjYaCWinPCjW5,2019-01-06T09:36:00.000Z,ACCEPTED,False,3627.3,UK,GBP,True,3009.98,2019-01-06 09:36:00,2019,1,6
163,lkIRqo2G5Pua5g03x0Mjn,True,GLOBALPAY,evt_1EV7EuOjpR4ym6nlrKT8qGM,2019-01-06T14:24:00.000Z,ACCEPTED,False,3459.71,UK,GBP,False,2870.92,2019-01-06 14:24:00,2019,1,6
164,zrTVUTvCz60fjnBcczi5v,True,GLOBALPAY,evt_1Epjhs2T41zvBEzbBzR8LCx,2019-01-06T19:12:00.000Z,ACCEPTED,False,3739.35,UK,GBP,True,3102.97,2019-01-06 19:12:00,2019,1,6
165,GGTy0q44WMXa0Cv1prCta,True,GLOBALPAY,evt_1E3W_oLXebdsiVXsDZ1moDx,2019-01-06T00:00:00.000Z,DECLINED,False,7372.49,FR,EUR,False,6639.54,2019-01-06 00:00:00,2019,1,6
166,O1qKLklSAC3-SBugo0GMr,True,GLOBALPAY,evt_1EdfwjPLHxV6Wzz3vix25Yp,2019-01-06T04:48:00.000Z,ACCEPTED,False,7581.15,FR,EUR,False,6827.45,2019-01-06 04:48:00,2019,1,6
167,dMJperU_ZwsLU6xnHhcsh,True,GLOBALPAY,evt_1E1zg9PQlsIKTxKxrpIzoOt,2019-01-06T09:36:00.000Z,ACCEPTED,False,7891.43,FR,EUR,True,7106.89,2019-01-06 09:36:00,2019,1,6
168,qYTyi1J9RuTaOtGpgnyi6,True,GLOBALPAY,evt_1Eig6NanHdDDe6xPDN5_Mqn,2019-01-06T14:24:00.000Z,DECLINED,False,8345.62,FR,EUR,False,7515.92,2019-01-06 14:24:00,2019,1,6
169,DvOTLr56RX_ylU_Z_VsEZ,True,GLOBALPAY,evt_1EBpgal8cA7fY0hW6yOxjDc,2019-01-06T19:12:00.000Z,ACCEPTED,False,8281.43,FR,EUR,False,7458.11,2019-01-06 19:12:00,2019,1,6
170,dH0h2OCAGDg4UZ6h0ElgC,True,GLOBALPAY,evt_1ELxHrMDWIjCJTlESc6h_E9,2019-01-06T00:00:00.000Z,ACCEPTED,False,6972.52,CA,CAD,False,9828.48,2019-01-06 00:00:00,2019,1,6
171,LL5OglpgWOpe2pk6oCP5U,True,GLOBALPAY,evt_1EjsSVL0_ae683fBT4F7nIz,2019-01-06T04:48:00.000Z,DECLINED,False,7287.39,CA,CAD,False,10272.32,2019-01-06 04:48:00,2019,1,6
172,LfYhTRTWWq450BM2j1DbW,True,GLOBALPAY,evt_1ErcFUiyNvJnMMeDO9KAYRD,2019-01-06T09:36:00.000Z,ACCEPTED,False,7140.52,CA,CAD,False,10065.29,2019-01-06 09:36:00,2019,1,6
173,lPkGB4ZrTe_lOSE9tA3eI,True,GLOBALPAY,evt_1El-FE9-B-BOhfZ6ydMjg3G,2019-01-06T14:24:00.000Z,DECLINED,False,7296.14,CA,CAD,False,10284.65,2019-01-06 14:24:00,2019,1,6
174,E1fRXNfvl6Nlojb5XU08n,True,GLOBALPAY,evt_1E89sl8SpwgXI_KJirZh5lR,2019-01-06T19:12:00.000Z,ACCEPTED,False,7103.56,CA,CAD,True,10013.19,2019-01-06 19:12:00,2019,1,6
175,blm_RQyw9rZPxE2cYoQ73,True,GLOBALPAY,evt_1E3LRH9wXnLOr4gwM15_Wl8,2019-01-06T00:00:00.000Z,ACCEPTED,False,6345.47,AE,USD,True,6345.47,2019-01-06 00:00:00,2019,1,6
176,OPxLCHEQNks5xf_u8atTf,True,GLOBALPAY,evt_1EosCXtn4OGW_6-NjBF1nas,2019-01-06T04:48:00.000Z,ACCEPTED,False,6690.51,AE,USD,True,6690.51,2019-01-06 04:48:00,2019,1,6
177,Rk5m4tndo0kZLA8Lw1NtK,True,GLOBALPAY,evt_1EbmHSTv4DK8WViSWrqLX_0,2019-01-06T09:36:00.000Z,ACCEPTED,False,6534.09,AE,USD,True,6534.09,2019-01-06 09:36:00,2019,1,6
178,_SXXz09fBEXPFiiFn75Gg,True,GLOBALPAY,evt_1EkG8niKsglYny_4q7ijzjQ,2019-01-06T14:24:00.000Z,ACCEPTED,False,7084.33,AE,USD,False,7084.33,2019-01-06 14:24:00,2019,1,6
179,B5QOXoDbIpX2BjkVBfFSS,True,GLOBALPAY,evt_1EUhc12OJOg7gsLn8-p6Vcc,2019-01-06T19:12:00.000Z,ACCEPTED,False,6863.67,AE,USD,False,6863.67,2019-01-06 19:12:00,2019,1,6
180,9cHz1u6-cc4Qily2fandW,True,GLOBALPAY,evt_1ESvWvLtMi5R_nXGiECrA7O,2019-01-07T00:00:00.000Z,ACCEPTED,False,6889.32,US,USD,False,6889.32,2019-01-07 00:00:00,2019,1,7
181,OHVaaNo_xo89gQzOghoJg,True,GLOBALPAY,evt_1ElEAwMcdrVINkTohaGAoF1,2019-01-07T04:48:00.000Z,ACCEPTED,False,7081.24,US,USD,True,7081.24,2019-01-07 04:48:00,2019,1,7
182,vlWeDfe6wG4aXM4kOYGRI,True,GLOBALPAY,evt_1EyIwPY-UuWxNsHYUzULcED,2019-01-07T09:36:00.000Z,ACCEPTED,False,7731.27,US,USD,False,7731.27,2019-01-07 09:36:00,2019,1,7
183,PzLzqDwUAuIkJJaO3U1Vm,True,GLOBALPAY,evt_1EFmP701c7KULZFneApKiyz,2019-01-07T14:24:00.000Z,ACCEPTED,False,7584.7,US,USD,False,7584.7,2019-01-07 14:24:00,2019,1,7
184,E226WxgmOTZmkcMDVQv57,True,GLOBALPAY,evt_1EyPeTpQa37zT8-S_YZaaSt,2019-01-07T19:12:00.000Z,ACCEPTED,False,8178.84,US,USD,True,8178.84,2019-01-07 19:12:00,2019,1,7
185,ljIzCeHw5G0jyPvpvHRBW,True,GLOBALPAY,evt_1E9K1lOU4hEhjPlxVvQ4224,2019-01-07T00:00:00.000Z,DECLINED,False,5277.89,MX,MXN,False,132382.33,2019-01-07 00:00:00,2019,1,7
186,T7xPuvqheRorPRSl_EURA,True,GLOBALPAY,evt_1E52AcAI9CVWy6NqPKbJdgg,2019-01-07T04:48:00.000Z,ACCEPTED,False,5781.92,MX,MXN,True,145024.63,2019-01-07 04:48:00,2019,1,7
187,czS48P30CFMYDckg3W7nN,True,GLOBALPAY,evt_1EvLVSIyeXR_kNQU2EuSBES,2019-01-07T09:36:00.000Z,ACCEPTED,False,6475.07,MX,MXN,True,162410.52,2019-01-07 09:36:00,2019,1,7
188,q3dzGlyYeMP8R2K860iMk,True,GLOBALPAY,evt_1EuAQw9UbXtR-BfXHYFNl5k,2019-01-07T14:24:00.000Z,DECLINED,False,6841.4,MX,MXN,False,171598.97,2019-01-07 14:24:00,2019,1,7
189,VZlsuFvOcj6i9-1gNB6m7,True,GLOBALPAY,evt_1EtT-8hGUoUAywg-oPVliob,2019-01-07T19:12:00.000Z,ACCEPTED,False,7537.18,MX,MXN,True,189050.83,2019-01-07 19:12:00,2019,1,7
190,TL3rQYqRVn50G01IKMdwb,True,GLOBALPAY,evt_1E32W8iL8Hy5TlG-sw4fZqb,2019-01-07T00:00:00.000Z,DECLINED,False,3976.58,UK,GBP,False,3319.13,2019-01-07 00:00:00,2019,1,7
191,ZyTEsvSzlmESIU5BVNZab,True,GLOBALPAY,evt_1Exm6ymwYYeEON7NyooYxJ7,2019-01-07T04:48:00.000Z,DECLINED,False,3995.93,UK,GBP,False,3335.28,2019-01-07 04:48:00,2019,1,7
192,wRt0VQYG5yda43lVAMH13,True,GLOBALPAY,evt_1EE51forn6EBDgQkyJ9J7uG,2019-01-07T09:36:00.000Z,DECLINED,False,3765.76,UK,GBP,False,3143.17,2019-01-07 09:36:00,2019,1,7
193,FhBxBa7cNRU_d97_E6U05,True,GLOBALPAY,evt_1Ekmhslwt7l8AlMBRkm3VlK,2019-01-07T14:24:00.000Z,ACCEPTED,False,4389.64,UK,GBP,True,3663.9,2019-01-07 14:24:00,2019,1,7
194,rG1YNe9mXak0_tTU8gS-7,True,GLOBALPAY,evt_1EbbjjW2O5ow8ncesI8n7TL,2019-01-07T19:12:00.000Z,ACCEPTED,False,4403.26,UK,GBP,True,3675.27,2019-01-07 19:12:00,2019,1,7
195,QYng-2NGORG9g0D6dKV-E,True,GLOBALPAY,evt_1ELk5yDwBQC5gAVtmyfYXd2,2019-01-07T00:00:00.000Z,ACCEPTED,False,8768.81,FR,EUR,True,7932.69,2019-01-07 00:00:00,2019,1,7
196,jNsHNZE1Wh7Km_aAVVtZ8,True,GLOBALPAY,evt_1EHAEsK7BAXjPtj0HBnRiEY,2019-01-07T04:48:00.000Z,DECLINED,False,8980.49,FR,EUR,False,8124.19,2019-01-07 04:48:00,2019,1,7
197,9a2aS-78vrkZ9VdYIA3VG,True,GLOBALPAY,evt_1EqjoFUZuKAFzZQgCBM_Efi,2019-01-07T09:36:00.000Z,DECLINED,False,9432.2,FR,EUR,False,8532.83,2019-01-07 09:36:00,2019,1,7
198,kgIfN5TTkhO4KnWDAnjyQ,True,GLOBALPAY,evt_1Ei3IOErDcmcakVz64pNL88,2019-01-07T14:24:00.000Z,ACCEPTED,False,9665.36,FR,EUR,True,8743.76,2019-01-07 14:24:00,2019,1,7
199,Id3czfvhMrbVrnEzO5R0v,True,GLOBALPAY,evt_1EzOf-tjU232-gcF0LBO_to,2019-01-07T19:12:00.000Z,DECLINED,False,9565.01,FR,EUR,False,8652.98,2019-01-07 19:12:00,2019,1,7
200,vkfAb_5QY-fmzS7sJrXqK,True,GLOBALPAY,evt_1EtX2SdbX5LAJQDHLJQsi6F,2019-01-07T00:00:00.000Z,ACCEPTED,False,7695.43,CA,CAD,True,10871.36,2019-01-07 00:00:00,2019,1,7
201,dVgOItraDtiqGorBc-9Vs,True,GLOBALPAY,evt_1E2T5bg8oUK3Rqk0NECc1nP,2019-01-07T04:48:00.000Z,ACCEPTED,False,8253.47,CA,CAD,False,11659.7,2019-01-07 04:48:00,2019,1,7
202,Sc2LGCxLRBNoVNrVzw4TI,True,GLOBALPAY,evt_1ERoVjwUfCGTUuynSukFs9Q,2019-01-07T09:36:00.000Z,ACCEPTED,False,8234.46,CA,CAD,False,11632.85,2019-01-07 09:36:00,2019,1,7
203,YhPMQexJaQITkZeDR3AfP,True,GLOBALPAY,evt_1EnHvIEY2tSGbZ4aqcZDTSu,2019-01-07T14:24:00.000Z,ACCEPTED,False,8570.31,CA,CAD,True,12107.3,2019-01-07 14:24:00,2019,1,7
204,mw-cbHgoXkIAJ3pWzu-5X,True,GLOBALPAY,evt_1E19WSLqHM_jhxuYHo5McNE,2019-01-07T19:12:00.000Z,ACCEPTED,False,8478.19,CA,CAD,True,11977.17,2019-01-07 19:12:00,2019,1,7
205,gT7HvH5p6eOJFPzCl0YkO,True,GLOBALPAY,evt_1E1K3G7xt6CBg7mrtLSYmA9,2019-01-07T00:00:00.000Z,ACCEPTED,False,6801.71,AE,USD,False,6801.71,2019-01-07 00:00:00,2019,1,7
206,9WmzHe4VBDuqjLlz1Ebb8,True,GLOBALPAY,evt_1EDWtvshqN3xsX3bVBaHX87,2019-01-07T04:48:00.000Z,ACCEPTED,False,6616.73,AE,USD,True,6616.73,2019-01-07 04:48:00,2019,1,7
207,miiGG5Np9ezewauttvEu7,True,GLOBALPAY,evt_1EmNxESa9DM1o0w20eoxd9i,2019-01-07T09:36:00.000Z,ACCEPTED,False,7106.35,AE,USD,True,7106.35,2019-01-07 09:36:00,2019,1,7
208,6Bm9J1G5xo8S96mueiryM,True,GLOBALPAY,evt_1EC-ItSe0H6VpSb-D1xut9r,2019-01-07T14:24:00.000Z,DECLINED,False,7013.42,AE,USD,False,7013.42,2019-01-07 14:24:00,2019,1,7
209,MSz8_7qiqSUifJghK_XR5,True,GLOBALPAY,evt_1E847JHa1x2Em0TzHlgbRus,2019-01-07T19:12:00.000Z,ACCEPTED,False,7214.58,AE,USD,True,7214.58,2019-01-07 19:12:00,2019,1,7
210,W22hNLn34euM2HE89xUn3,True,GLOBALPAY,evt_1Eh0doqIMwnKv6uEV3QWEdd,2019-01-08T00:00:00.000Z,ACCEPTED,False,8740.54,US,USD,False,8740.54,2019-01-08 00:00:00,2019,1,8
211,O4ROZE0SR5pOCfCQBecPF,True,GLOBALPAY,evt_1EbADBcMro18gN3UZ11asmS,2019-01-08T04:48:00.000Z,ACCEPTED,False,9291.17,US,USD,True,9291.17,2019-01-08 04:48:00,2019,1,8
212,snmzGB5CUEaVGAa-gCbRn,True,GLOBALPAY,evt_1E25IORISnqV8W6PH94HAN3,2019-01-08T09:36:00.000Z,DECLINED,False,9691.67,US,USD,False,9691.67,2019-01-08 09:36:00,2019,1,8
213,LQXCnFTws74rgvoDy2BpS,True,GLOBALPAY,evt_1E0V1dsYyRKGRl9awFvlupK,2019-01-08T14:24:00.000Z,DECLINED,False,9541.33,US,USD,False,9541.33,2019-01-08 14:24:00,2019,1,8
214,VxUYD1eIlbBv0a2dT3QHB,True,GLOBALPAY,evt_1EgI4M8rJyooYWRqBQFk1lY,2019-01-08T19:12:00.000Z,ACCEPTED,False,9751.85,US,USD,False,9751.85,2019-01-08 19:12:00,2019,1,8
215,6drzlTufQlKQaQb2FsN4o,True,GLOBALPAY,evt_1EpgLJWNz0yNxPh48cv674D,2019-01-08T00:00:00.000Z,ACCEPTED,False,7394.39,MX,MXN,False,185471.38,2019-01-08 00:00:00,2019,1,8
216,ljl3zwfLpXssb96mfWpVp,True,GLOBALPAY,evt_1Eh3bCM3v6Iz_faUSCNfMGH,2019-01-08T04:48:00.000Z,ACCEPTED,False,7758.44,MX,MXN,True,194602.75,2019-01-08 04:48:00,2019,1,8
217,HMmKnBp7g4i9uSergbg9S,True,GLOBALPAY,evt_1EyN_mhfd3ieBHM48IxTvNi,2019-01-08T09:36:00.000Z,ACCEPTED,False,8064.15,MX,MXN,False,202270.78,2019-01-08 09:36:00,2019,1,8
218,7UT7kRPVy7fyi8ENi6i04,True,GLOBALPAY,evt_1EGbWp1cWNQdQJRA8V2rkQC,2019-01-08T14:24:00.000Z,ACCEPTED,False,8452.6,MX,MXN,True,212014.16,2019-01-08 14:24:00,2019,1,8
219,hba5TAAGCpaK1TtlIvjMB,True,GLOBALPAY,evt_1EqEFCjo6h61-oZQEB6wvVH,2019-01-08T19:12:00.000Z,DECLINED,False,8464.68,MX,MXN,False,212317.16,2019-01-08 19:12:00,2019,1,8
220,NfIrZ_QOl2s8eQjxTK9kQ,True,GLOBALPAY,evt_1EBJ51YuzZF53MtSsqY91Oa,2019-01-08T00:00:00.000Z,DECLINED,False,4930.95,UK,GBP,False,4096.64,2019-01-08 00:00:00,2019,1,8
221,idsPrwZgqh2EzEzFZ0ODH,True,GLOBALPAY,evt_1E54mE_-F1FuTHuzNcPPljJ,2019-01-08T04:48:00.000Z,DECLINED,False,5221.89,UK,GBP,False,4338.35,2019-01-08 04:48:00,2019,1,8
222,JMNLu1PWrU2nR1Ru_myua,True,GLOBALPAY,evt_1EVu5LXr7l5-uB-_y0WYoyH,2019-01-08T09:36:00.000Z,ACCEPTED,False,5638.53,UK,GBP,False,4684.5,2019-01-08 09:36:00,2019,1,8
